rating,comment,sentiment
4,Belum dicoba.... smg berfungsi.....,positive
5,sampai ke kantor saya,positive
5,"Sesuai pesanan, sesuai harga",positive
5,bagus dan keren suaranya untu main ml ga pecah,positive
4,"untuk packingnya rapi, cuma yang bikin agak kecewa itu ada yang overheat sebelah, jadi gak nyaman buat dipake 2 2 nya :(",positive
4,"seller fastrespon barang sesuai harga , suara belum di coba, mati sebelah tidak bisa di cas ya sudahlah. kurir amanah sopan",positive
5,"bagus, berfungsi dengan baik",positive
5,bagus berfungsi dengan baik dan normal,positive
4,"beli dua pasang, yg satu normal, yg satunya mati sebelah",positive
4,Barang berfungsi semua malesnya dapet yang usb,positive
4,"sesuai harga ,charger susah masuk gak pas lubang,",positive
5,nice!,positive
4,Sesuai harga lah ya... sudah nyala dua2 nya ya syukur,positive
5,ok..barang dah saya trima dengan aman dan sesuai pesanan..mksh buat tokonya..🙏,positive
5,bagus dan aman semoga awet,positive
5,"Barang udah nyampe, dicoba tadi bagus dan suaranya enak. moga aja nanti tahan lama",positive
3,"cepet lowbet, kualitas sesuai hargalah",neutral
1,headset nya berfungsi sebelah saja☹️,negative
5,"isi lengkap dalam kardus ada kabel cas + buds cadangan. suara headset bagus, pengiriman cepat",positive
5,keren bgt si harga murah berfungsi,positive
4,berfungsi dengan baik,positive
5,"seller mantap, kiriman satset",positive
5,"barang nya udah Dateng, walaupun dus nya agak penyok tapi GPP barang nya aman penyok dikit gk ngaruh",positive
5,"harga terjangkau, seller responsif",positive
5,kualitas sesuai harga 👍👍,positive
5,murah tapi tidak murahan... mantap,positive
5,barang bagus cuyy,positive
5,"Packing rapih, sesuai pesanan, berfungsi dengan baik",positive
5,barang bagus,positive
5,seller nya sat set sekali kurrir lngsng on point the best,positive
5,good,positive
4,Bagus,positive
5,"dapet harga promo, kualitas suara bagus, model plug, isolasi suara jadi lebih baik",positive
5,baguss untuk harga segitu.. seler nya jg ramah,positive
5,yang datang modelnya beda.. tapi berfungsi dengan baik,positive
5,Barang sampai sesuai pesanan dan berfungsi dengan baik. packing agak kurang aman.. But overall good,positive
2,cuman 1 yg hidup,negative
3,ga seusai gambar,neutral
5,suaranya bagus. harganyanjuga bersahabat,positive
4,TWS berfungsi dengan baik dan sesuai dengan harganya,positive
5,kualitas produk oke bgt kemasan paket rapih dan pengiriman barang cepat terimakasih Tokopedia kualitas produk ok bgt kemasan paket rapih dan pengiriman cepat,positive
5,packingnya agak berbahaya karena kardus kemasan penyok penyok saat dibuka. tapi barangnya bagus dan semoga awet,positive
5,nntap,positive
5,luar biasa,positive
5,"NotBad lah ya dengan harga sigitu ,mayan awet untuk batre headset nyaa ,",positive
5,"Bagus headsetnya, tapi baunya ketauan bgt bau murahan",positive
5,ok,positive
5,"wajarlah sesuai dg harga, barang dikemas rapi dan cepat dikirim",positive
5,"awalnya headset kanan tidak mau hidup, tp akhirnya bisa ... suara lumayan bagus",positive
5,good sesuai deskripsi. both headset berfungsi kualitas sesuai harga semoga awet,positive
5,terimakasih mantap sekali..nanti aku order kembali,positive
1,"penyakitan, baru sehari make jadi berubah cuma bisa nyala sebentar doang langsung mati lagi headset nya, kocak",negative
4,suara sama kualitas sih enak tapi masa temen gw yang beli m90 biasa dan gw yang m90 pro bisa 1 koneksi anying 🥲,positive
5,barang bagus,positive
5,ok,positive
5,"Lega karena packing nya rapi dan barangnya tidak rusak dan aman, worth it sih dengan harga segitu",positive
3,"untuk barangnya selamat sampai tujuan, tapi untuk volumenya besar sebelah, walaupun bisa di atur di hp, tolong kualitasnya di jaga, semoga awat barangnya",neutral
5,"tutor cara pakenya dong kak, kok yg hidup cuma 1 aja punya saya",positive
4,Barang sesuai pesanan thx kak..,positive
5,"Barang bagus, cepat sampai, recommended!",positive
5,"barang mantep parah, suaranya keras walau volume kecil",positive
5,"Packing standar, kualitas sesuai harga, barangnya bisa nyala",positive
5,Packingnya aman dan nyampenya cepet. Thank you min 🙏🙏,positive
5,semua fitur berfungsi dengan baik,positive
5,barang sampai dengan bagus dan tidak cacat,positive
5,ok sesuai pesanan semoga awet yaa,positive
5,Lumayan lah buat harga segini udah dapet tws yang suaranya enak di telinga,positive
5,tws berfungsi dengan baik tidak ada kendala.mantap,positive
4,"Dusnya saat sampai penyok dan twsnya sebelah kanan tidak bisa ditap/click, hanya sebelah kirinya saja.",positive
4,harga + respon x quality barang = 4 jempolll,positive
5,"Barangnya dateng cukup lama tapi its okelah. Packingnya rapi dan aman. Walaupun kualitas suaranya kurang mantap, tapi untuk sekelas harga segini sudah termasuk bagus. Rek...",positive
4,Joss. tp kadang konek sebelah doang. hahaha,positive
5,barang sesuai dengan pesanan,positive
5,kualitas sesuai harga aja,positive
5,berfungsi dengan baik,positive
5,ternyata datangnya lebih cepat dari pada dugaan packingnya bagus tapi belum di coba terimakasih untuk selernya dan kurir nya mantap dah,positive
5,mantap,positive
5,bagus berfungsi dg baik,positive
3,"udah bayar lebih proteksi tpi packing sangat tipis tidak aman, bahkan kardus kemasan penyok -barang sesuai dengan harga -pengiriman cepat sehari sampai -terima kasih",neutral
4,mantap....,positive
5,"terimakasih pesanannya sdh sampe, sama seperti di gambar, semoga makin sukses",positive
5,pembelian ke 2 dtoko yg sama.rekomendet bgt,positive
5,semua fitur berfungsi dengan baik bass goks bet paten dah,positive
5,"suara nya bagus , cocok untuk anggota dpr kita yang ***** kuping nya gabisa denger suara rakyat. untuk ketahanan batre belom tau",positive
5,bagus untuk sekelas harganya,positive
5,"Pesanan telah diterima dengan baik, sesuai dengan jadwal waktu diterima dan orderan",positive
5,Barang oke,positive
5,kualitas barang oke pengiriman barang oke senang belanja di tokopedia,positive
3,"barang sudah terima dengan baik ,di tes berfungsi dgn baik ,tapi sayang pas di pakai untuk headset nya batrainya ga tahan lama tidak sampai 10 ment batrainya sudah habis...",neutral
1,barang rusak gak bisa di pakai,negative
5,Bagus sekali tidak ada yang rusak,positive
5,mAAF BARU ULAS BARANG BAGUS SELLER CEPAT KURIR RAMAH,positive
5,sesuai deskripsi,positive
5,paket sudah sampai..sesuai dengan pesanan smoga awet..terima kasih,positive
5,ok,positive
1,barang nyampe.. tapi hanya box nya doank. nggak amanah ini toko.. menyesal belanja di sini,negative
1,"jelek banget asem, ngga berfungsi",negative
2,"pemakaian ga smpai 1bulan sudah mati,,",negative
5,respon seller cpt.packing aman.berfungsi dg baik.rhx,positive
5,respon penjual cepat. best seller,positive
4,suaranya cempreng tapi buat harga segitu ya sesuai,positive
5,"Bagus sesuai harga, Barang berfungsi dan proses cepat",positive
3,baterainya cepat habis,neutral
5,"Pesanan telah diterima dengan baik, sesuai dengan jadwal waktu diterima dan orderan",positive
5,barang sesuai pict...pengiriman cepat....semoga awet,positive
5,baru di coba semoga awet,positive
5,"berfungsi dengan baik,, suara bass nya kurang nendang, semoga awet boz ku,, trima kasih 🙏",positive
5,barang bagus....dan berfungsi ...no..kaleng-kaleng...,positive
1,"Barang sebenarnya bagus sesuai harga, tpi yg sebelah nya tidak bisa terhubung ke Bluetooth dan ditanyakan ke seller malah respon yg tidak menyenangkan padahal niat ngasih...",negative
5,barang mendarat dengan aman dan untuk harga segitu sangat baguss..,positive
5,ok mantap 👍 saking mantap nya dipinjam kawan ga balik Kawan ga da akhlak 😂,positive
5,"udh sampai dan aman "" suaranya juga sdh enk. saat buka nggak nyangka besar juga barangnya 😅",positive
4,"suara kanan dan kiri ga seimbang, yg kanan agak lebih pelan suaranya.",positive
4,"barangnya oke, kualitasnya sesuai",positive
5,"Barang nya sampe dgn selamat,,mantappp murah tp tidak murahan",positive
5,Oke lah harga segitu,positive
5,"pengiriman cepat, gratis ongkir",positive
4,"cepat, aman sesuai",positive
5,mantap lah,positive
5,mantap barang ok,positive
5,"Kualitas suara lumayan bagus Untuk harga segitu, yg kurang kualitas charging case yg boros, dipakai 2x Untuk charging tws nya udah habis Dan tws nya sendiri cuma tahan 2...",positive
2,"ini nyalainnya kok ga. bisa , padahal 100 persen. mesti dipancing dulu dengan di charge sedetik.. gimana ini ??",negative
1,Brng telah diterima dan di charge full. tp battery nya dropnya cepat sekali pdhal tidak sedang dipakai. Kualitas kurang memuaskan.,negative
5,mantap sesuai deskripsi..,positive
4,versi yg ini tdk ada on off manualnya,positive
1,ajg kaga bisa nyala sebelah kepencet batal komplain,negative
5,oke,positive
5,Keren sih🙏,positive
5,mantap banget,positive
4,"baru bbrp kali pakai, yg sblh kiri sdh error. mgkin krn itulah hrg nya murah.",positive
5,barangnya berfungsi dengan baik👍,positive
2,"bertahan nya cuman sebentar paling 1jam 15 udh lowbat, yang sebelah kiri gk sampai 100 cuman 70 aja",negative
3,lampunya (flashlight) tdk berfungsi (tdk menyala),neutral
5,barang sesuai,positive
5,mantep bos..,positive
5,"barang datang sesuai deskripsi dan berfungsi dengan baik, pengiriman cepat sudah pembelian ke-2, yg sebelumnya bagus dan awet. top untuk produknya terima kasih seller, to...",positive
5,"mantap, barang nya bagus, packing nya aman dan rapih, pengiriman nya lumayan cepet,",positive
4,"Alhamdulillah barang oke,cuma awal ada kendala sedikit ga mau nyala tapi sekarang udah bisa,naterus buat alatnya tempatnya itu besinya agak mendem kedalem jadi harus di t...",positive
5,Sesuai harga,positive
5,joss anjenggg mantul,positive
4,"awal terima tidak balance tapi bisa bongkar sendiri ternyata driver geser Dari lubang, days baterai terbatas tapi sangat worthed dengan harga under 50k. kalau serius paka...",positive
5,Mantap,positive
4,"Harga murah kualitas pun sebanding. Tidak berharap lebih, jk butuh tws sekadar denger suara ini cukup.",positive
3,Sesuai Hargaaa,neutral
1,"dikirim barang ga bisa nyala,, udah hampir 24 jam di cas masih ga ada tanda2 kehidupan... makasih bro sis sukses selalu 🤣🤣🤣👍👍👍",negative
5,terima kasih,positive
1,ga nyala 1... rusak..,negative
5,sesuai harga,positive
4,pengiriman nya lama,positive
5,proses cepat dan aman,positive
2,barang pecah,negative
1,"earphone yg kanan bermasalah , baru di pakai sudah lowbat padahal posisi kalau di charge masih ada , dan kalaupun bisa hanya 1 menit setelah langsung low , suaranya pun g...",negative
5,"bagus, cepat nyampe pula",positive
4,produk sesuai berfungsi dengan baik terima kasih,positive
5,barang berfungsi baik. seller OK.tks seller. kurir yg mengecewakan.,positive
5,"Pembelian Ke-2, barang sama seperti dipesan, Normal, Thanks seler",positive
3,Kualitas suaranya kurang bagus,neutral
3,packing kurang rapi,neutral
5,mantap slur,positive
3,"mati sebelah, sesuai harga sih. belum cek kualitas suara dsb ga apa sih.",neutral
5,sesuai harga,positive
4,mantap suaranya,positive
3,"bahan hitam doff, bukan bahan mengkilat aseperti di pic. ukuran standar di telinga.",neutral
5,packing rapi,positive
5,mantabb,positive
5,Proses cepat bgt n kualitas barang mantap sesuai dgn harganya.,positive
5,mantap. sempurna untuk harga segini. gak nyesel,positive
4,bagus sih tapi kadang suka gak masuk kalo di cas nya,positive
1,barang yang di kirim tidak sesuai dengan apa yang ada di gambar,negative
5,"recommended seller, cepat sampai,sesuai pesanan",positive
5,"Produk Ok, seler jg ok banget",positive
3,headset nya mati sblh 😢tidak dibtesh dlu apa PS di kirim,neutral
5,Barangnya Sudah Bagus g ad kurangnya paling cuman retak dikit 🤏,positive
5,BRG dah SMP..bagus berfungsi baik..kurir dan saller amanah...rekomen dah beli di toko ini,positive
1,mati sebelah gk ada suara nyala nyala doang lampunya.,negative
5,Sesuai pesanan....headset sdh di coba normal ...proses dan pengiriman cepat...mantap gun,positive
3,mati satu yang kanan. ngga bisa komplain karena tidak buat video unboxing. Resiko beli barang murah... kalau mau bagus tws harga 100.000 up,neutral
5,bagus barangnya semoga awet,positive
1,headset nya sebelah lagi gak bisa terhubung ke bluetooth kecewa beli di tokoh ini untuk kalian yang mau beli disini gak usah lahh,negative
5,lumayan lah,positive
1,cuma nyala sebelah,negative
5,barang ok seller ok,positive
5,pengiriman n fungsi baik,positive
4,"tokonya amanah, barang sampe dngan aman, sesuai gambar. untuk kwalitas sesuai harga.... mantap",positive
5,"barang sudah sampai, akan tetapi yg dikirim m36-1. alhamdulillah barang normal. bisa langsung dipdipakai.",positive
2,saya pesen M36-3 malah dikirim yang M36-1,negative
5,"barang sampai dengan aman meski boxnya sedikit penyok, tapi masih berfungsi dengan baik",positive
5,barang sesuai makasi ga kepoto dah dibawa anak ku,positive
1,Barang yg aktif cuman 1 dan baterai cepet abis,negative
3,kemasan penyok untuk suara sesuai harga pengiriman cepat,neutral
5,bagus rapi sampe² susah unboxingnya,positive
5,susuai pesan...packing aman...harga terjangkau....belum sempat di coba..semoga bagus,positive
5,"packingnya rapih, barang sampai dengan utuh",positive
5,barangnya bagus 👍,positive
5,biar bintang yg berbicara,positive
5,"Barang sudah di terima dengan baik & sesuai pesanan, packing aman rapih, pengiriman tepat waktu, recomended, terima kasih untuk semua.",positive
5,sip,positive
3,kurang ngebass,neutral
5,mantapp.. mf baru ksh ulasan mksh toped+ kurir🚴📦,positive
5,Kualitas baik jika mengingat harga yang murah. Bisa dibilang salah satu pilihan TWS terbaik dengan budget tipis,positive
5,"Pengiriman cepat, tiba tepat waktu. barang sesuai pesanan, terbungkus rapi",positive
5,respon cepat dan barang sesuai pesanan. baru di cas.. semoga awet dan berfungsi dengan baik.,positive
5,blom di coba... semoga berfungsi dengan baik dan normal,positive
3,"kualitas suara menurun dari versi pertama keluar ga ada bass nya alias cempreng, indikator level battery lepas,,",neutral
3,yang kanan kenapa gak berfungsi ya,neutral
5,Lumayan.. cuma gak tau cara setting ke English,positive
5,Mantap 👍,positive
5,Sesuai Gambar. walaupun pengiriman nya agak lama sih. tapi puas banget menggunakan produk ini.,positive
5,"packing aman dan unit berfungsi, semoga awet kedepannya",positive
5,"barang sesuai ekspektasi, kualitas suara oke di harganya, berfungsi normal, selller responsif, pengiriman cepat, semoga awet",positive
5,good,positive
5,"untuk harga segini udah bagus banget, bass nya emang kurang si, tapi untuk santai santai ngisi kegabutan di kelas not bad lah. batrenya juga awet banget, terus untuk fitu...",positive
5,barang sesuai harga,positive
5,diterima dengan baik...packaging rapih...baru dicoba kabel type c berfungsi dng baik...headset blm dicoba...,positive
1,"antara headset kanan & kiri tidak mau connect. ketika pairing ke HP, hanya salah satu saja yg keluar suara nya. kanan saja ato kiri saja. sudah dicharge full. sudah d...",negative
4,Mayan not too impressed,positive
5,"Barang Oke sudah dicoba, cuma sempet kesel sm kurir rekomendasi ID E**** nulis di status Nama Penerima Tidak Ada di alamat, menghubungi pun tidak, tiba2 dibilang tidak ad...",positive
5,"ternyata datang nya cepet, sat set no ribet.",positive
5,keren pesanan sesuai keinginan,positive
5,Paket sampai dengan baik,positive
5,"barang sudah sampai dengan aman, barang berfungsi dengan baik, tka",positive
5,"lega karena packing aman, kualitas bagus barang berfungsi dengan baik,",positive
5,kualitas bagus tp ekspedisi luama,positive
3,barang yg di kirim tidak sesuai pesanan,neutral
3,"paket telah sampai 👏👍 isi sesuai order dan descripsi...good 👏 packing rapat + aman... seller resposif...cepat ... hanya setelah di coba, lama penggunaannya kurang dari...",neutral
5,barang sudah sampai oke mantap belum dicoba. seller amanah dan kurir good job,positive
5,"brg sesuai, smua fitur berfungsi baik",positive
2,"pengiriman cepat,respon cepat..sayang barang tidak sesuai dengan yg di tawarkan ataupun gambar yg ada di tokopedia..untuk kualitas sesuai harga,jgn berharap banyak wajar...",negative
5,minus saat ngecharge magnet tdk terlalu nempel,positive
4,Packing oke.....suara mantap.....thanks seller....thanks Tokopedia,positive
5,overall oke,positive
5,mantap barangnya min,positive
5,Pengiriman cepat banget bintang kejora untuk packingnya. untuk budsnya ya untuk harga segini udah oke tapi ketahanan batrenya jelek banget jadi dikit2 perlu di charge. se...,positive
5,"Kualitas produk sangat good, barang cepat sampai, sesuai ekspektasi, pokonya barang bagus",positive
5,"pembelian ke 2x, kali ini pengiriman nya lebih cepat hanya sehari langsung sampai👍👍",positive
5,mantap,positive
5,👌,positive
2,"yg satu rusak, cuma hidup 1",negative
5,"okelah, belum dicoba",positive
5,alhamdulillah normal gak kaya sebelumnya,positive
1,"kualitas suaranya tidak bagus, kualitas plastiknya jelek dan tidak ditampilkan di iklan",negative
5,barang berfungsi,positive
5,"sangat worth it dengan harga segitu,lumayan suaranya,packingnya juga sangat aman 🙏",positive
5,barangnya bagus sesuai dgn ekspektasi... moga2 bisa awet......seneng banget....,positive
5,"pengiriman tanggal 31 baru datang tanggal 5, perkiraan barang datang 2-4, telat 1 hari, tim ekspedisi tolong diperbaiki :)",positive
5,Belum di coba produknya mudah2an bagus dan awet,positive
5,Barang berfungsi dgn baik Harganya lbh murah di banding yg lain,positive
4,"ini kedua kali saya beli, krn yg pertama box cas nya tercecer, saya kira box nya sama, bisa buat charging yg pertama juga, tapi pin nya ternyata beda, suaranya jg beda dg...",positive
3,harga bayar pas cod tidak sama dengan harga bayar yg tertera di tokopedia,neutral
3,sesuai harganya... tidak terlalu memuaskan,neutral
4,hmm yaudahlah yaa,positive
5,"alhamdulillah sampai dengan selamat, mantul, enak dan cepat. good job seller",positive
5,berfungsi dengan baik. walau kadang indikatornya untuk baterai headsetnya g bisa di percaya. not bad untuk harga segitu,positive
5,"packing bagus, dah di tes charging ok, dan fungsi semua normal",positive
5,"Alhamdulillahh.. sesuai pesanan, mantappp",positive
5,bagus suaranya juga lumayan,positive
5,barang datang sesuai pesanan. full bubble warp tapi kotaknya masih tetap penyok. headsetnya tidak seperti kambar tapi berfungsi dengan baik,positive
5,mantap..👍👍,positive
5,"Perlu di tingkat kan lg dalam hal kecepatan respon pembelian,beli sabtu di proses senin pengiriman jg di perhatikan",positive
3,suara l sama r kebalik,neutral
5,barangnya sesuai deskripsi.. udah dicoba n bagus.. makasih banyak,positive
4,Barang tidak sesuai dgn yg di beli..beda type F9. 47 yg dtg F9 5.1...blom di coba karena.. gak bs di nyalain soalnya tidak ada sisa daya sm sekali.. mudah2an bs di gunaka...,positive
3,cuma bisa start/pause respon kurang sensitif,neutral
5,Produk berfungsi dengan baik Produk Original Packaging Bagus,positive
5,cepet... ga pake basa basi... tiba2 ud sampe aja barangnya,positive
4,kualitas suara gak sebagus ekspektasi tapi lumayan. sisanya memuaskan 👍🏻,positive
5,Baranng sesuai harga dan baik,positive
5,"kurang ngebas, sama karet cadangannya gak ada",positive
4,"kondisi baik suara sound baik sesuai harga, semuanya normal gaada yg bermasalah, ga nyesel beli disini",positive
5,"Pengiriman sangat cepat, Seller sangat responsif, Packing rapih. Very recomended Seller. GBU",positive
5,Oke banget,positive
5,barang sesuai dan pengiriman ontime,positive
5,Cepat sampai dan hasilnya bagus terima kasih,positive
3,"Tadi siang si normal normal aja, sekarang baru di pake 20mnt an malah yang kanan tiap di cas ngisi dari 0 sedangkan yang kiri ga dari 0 kalo di connect in masih 100% touc...",neutral
5,"Barang super bagus, kualitas suara melampaui harganya, gokil, suaranya buled, bass banget, vokal lumayan clear dan kedap suara banget. Super rekomen!",positive
5,makasih..tws keren,positive
5,"dengan harga segini dapat tws seperti ini bener² diluar ekspektasi,,semoga awet",positive
5,"Tidak sesuai gambar, tetapi kualitas baik dengan harga terjangkau",positive
5,fast respon,positive
5,mantap,positive
5,Mantab lah dengan harga segitu. barang sampai dengan selamat,positive
5,barangnya lengkap sesuai deskripsi.. thanks,positive
3,suara kurang,neutral
5,Keren sih ini pas banget di telinga dan suara mantapp,positive
1,"bubble warp cuma 1 lapisan, baru dibuka kemasan sudah rusak, tutup power bank copot sebelah ( walau masih bisa diperbaiki ) mungkin karena beli pas flashsale, tapi saya y...",negative
5,sesuai pesanan pesanan cepat sampai,positive
4,fast respon kurir ok pelapak ramah. kualitas rumayan jika digunakan untuk pb hanya bertambah 7% sja dan hedsetnya batrainya baru dipakai cepat hbs,positive
5,bassnya nampol. gk sember biar kate bass equalizer offside. kirimnye kilat ⚡ secepat mantang ilang,positive
5,Alhamdulillah barang sudah sampai berfungsi baik dua-duanya terima kasih,positive
5,"sesuai dengan harapan ,goooood",positive
5,sudah beli ke dua kali harga murah dan bagus berfungsi dgn baik semoga awet,positive
4,Karet Pengganti nya gak di ikut sertakan,positive
4,secara kemasan dan packing rapih aman dan baik ..cuman pas dibuka ada yg pecah 1...tp berfungsi dengan baik,positive
5,mantab lah....harga murah tapi kualitas melebihi ekspektasi dari yang bakal didapet....next mungkin bakal upgrade nih ....,positive
5,"packing nya aman, sampe sesuai estimasi waktu nya, sesuai dengan deskripsi, suara nya juga oke, ada buku panduan nya juga, semoga bisa bertahan lama",positive
5,seller fast respon.. pengiriman cepat. suara bagus,positive
4,RESPON CEPAT KIRIM CEPAT TAPI JANGAN BERHARAP BANYAK FERGUSO..KARENA GAMBAR TDK SESUAI KENYATAAN,positive
5,guud....,positive
5,brg ok cuma exp lama banget sampai gara2 discon ongkir,positive
5,lampu indikator status batre kecil ternyata... tidak seperti digambar... barang berfungsi dengan baik... recommended...,positive
1,"beli f9-47 ga bisa di pake di cas juga ga bisa, udah komplain tapi ga di bales",negative
5,Barang Sesuai Pesanan Penjual Ramah & Respon Express Trima Kasih BossKu Sukses Selalu....,positive
4,packing aman dan cepat delivery nya.,positive
5,"suara nya lumayan bagus, ngebas suaranya",positive
5,ok,positive
5,bagus batlrangnya trima kasih,positive
5,headset nya lumayan cuma kalau di pakai lama bikin sakit telinga,positive
5,"packing rapi, lumayan lah sesuai harga",positive
5,sesuai order,positive
4,"Ditest dengan menyambungkan ke hp melalui bluetooth tapi belum connect. Sementara diisi dulu dayanya, mudah-mudahan bisa connect.",positive
5,mantep jernih suaranya,positive
4,cukup lah... semoga berfungsi...,positive
5,keren buat bocil akil namanya,positive
3,sebelah kanan touchscreen tidak fungsi.,neutral
5,"terimakasih , manteb banget",positive
5,packing aman. berfungsi baik,positive
4,sudah sampai dgn baik... kualitas barang lumayan sesuai harga berfungsi dgn normal -minus Engsel Renggang,positive
5,kualitas bagus,positive
5,pesanan diterima dengan baik,positive
1,Suka mati sendiri,negative
1,batre cepat habis sama bloetoot putus putus sebelah.,negative
5,Suara kurang ngebass tapi gapapa sesuai harga 👍,positive
5,barang bagus dan tidak ada yang rusak,positive
5,Worth the price and quality. Not bad. Recommended for low budget,positive
5,barang oke meskipun kabel bawaan ga jalan buat cas tapi overall suara segitu oke lah,positive
5,Alhamdulillah bagus,positive
5,barang sesuai ekspetasi Terima kasih!,positive
2,"tutupnya ngampleh, barang jelek parah, dusnya penyok",negative
5,barang sdh sampai mantab fungsi semua terimakasih toped,positive
2,"wadah earbuds tanpa dicas gabisa dibuat cas earbuds, dan yang kayanya bisa dibuat pb juga ternyta fake, lumyan waduh si",negative
5,"suaranya bagus banget, sesuai sama harganya",positive
5,mantapp suara jernih walau gk terlalu ngeBass but not bad,positive
5,"Barang sesuai order, packingan rapi, dan pengiriman jg cepat. Recommended seller",positive
5,mantap jiwa,positive
5,mantap barangnya,positive
5,"rapi packingnya. produknya bagus, sudah dicoba, bass nya lumayan, suaranya jernih, tp kalau dibawa naik motor sih suka putus² sinyalnya, padahal lagunya off. tp lumayan l...",positive
5,"Sesuai deskripsi, tau dari review bang david gadgetin",positive
5,"pengiriman lebih cepat sampai dari pada estimasinya, suaranya mantap",positive
5,"Sesuai estimasi, Adminnya ramah menjelaskan cara menghidupkannya best pokoknya",positive
5,"barang diterima dengan baik dan tepat waktu. earphone bagus dan berfungsi baik sebagaimana deskripsi, testing jarak 10 meter masih berfungsi bagus. terimakasih ya",positive
5,"pelayanan nya ramah dan respon nya juga cepet,barang nya bagus enak kalo buat main game👍",positive
5,"Wkwkwk lucu banget 50rbuan dapat tws dan ternyata work juga fiturnya kayak tombol sentuh meskipun kadang ganggu tiba-tiba kepencet masuk ke Google, tapi oke lah bentuknya...",positive
5,sudah di coba bagus semoga awet,positive
5,"Pacing kurang safety... Baterai TWS nya hanya bertahan 2 jam dipakai dengerin musik, Over all lumayan lah untuk harga segitu. thx.",positive
3,packingnya bermasalah,neutral
5,iya,positive
5,mantap nih,positive
5,semoga awet,positive
5,barang aman bisa dipakai buat dengerin udah oke dengan harga segitu worth to try,positive
5,"Pemakaian satu bulan lebih, kualitas oke banget untuk harga segitu, mantap gan 👍",positive
5,"oke,barang sampe dengan aman",positive
5,"mantap, produk F9 berfungsi dengan baik, suaranya clear dan enak di telinga.",positive
5,mantap kerenn,positive
5,top. langganan pinzy,positive
5,"respon cepat tks seller, toped, n pak kurir.",positive
5,"barang oke, pengiriman oke, terima kasih ya 😄",positive
3,"lampu tidak nyala, powerbank tdk berfungsi",neutral
4,delay dikit,positive
4,bentuk nya ga sama kaya di foto cesan nya ga masuk ke hp,positive
4,kualitas mantul,positive
5,Dengan harga segini sih udah oke banget,positive
5,bagus mantap,positive
5,"barang sudah diterima dengan selamat dan sdh di coba mantap poll, kemasan rapi kurir ramah dtg tepat waktu pokoknya mantap puolll dah",positive
5,so far so good,positive
5,"tampilan bagus, charge berfungsi, dapat kabel charger, suara kurang utk telinga emas pemain audio, cukup utk penikmat game",positive
1,"Saya baru pertama kali belanja online , kasih bintang satu saking greget nya . ya walaupun jual barang KW dan murah , janganlah sampe ga memperlakukan dengan baik costume...",negative
5,"kotak barang penyok, tapi barang masih ok",positive
5,all siiip,positive
5,barang aman cuma kurirnya lelet,positive
5,"Terbaik No Debat, fix barang sesuai dengan harga dan tidak ada cacat serta berfungsi dengan baik",positive
5,kualitas produk sangat baik,positive
5,keren,positive
3,yg satu heandsetnya eror kk maaf 🙏🏻🙏🏻🙏🏻,neutral
4,"pairing ok cm namanya kok T5 bukan T11.. tapi bs pairing sih.. lumayan lah, ndak putus².. tapi entah earbud nya yg gede atau lubang telinga saya yg kecil.. kl ga dipegang...",positive
5,Cocok dan pas,positive
5,"bass mntep,mks seller",positive
4,"setelah di gunakan selama 2 bulan masih bagus dan suara tergolong ok meskipun Toch sensor untuk sebelah kanan sudah di tidak berfungsi karena memang kesalahan saya, untuk...",positive
3,Barang sudah sampai tetapi... headset yg sebelah kiri gaada suaranya 🙃,neutral
5,pesanan sudah diterima sudah dites dan berfungsi dgn baik thanks ya,positive
5,mantap,positive
1,"gajelas barang nya, baru di cas langsung penuh, pakai 5 menit mati sendiri, cas lagi 1 menit full 🤣🤣 kacau.. sesuai harga juga sih 55.000 🤣🤣",negative
5,terimakasih paket sudah sampai..lumayan suaranya,positive
5,kurang puas sih . suaranya ilang2an yg kiri,positive
5,"alhamdulillah barangnya sudah sampai dan semuanya berfungsi dengan baik, Terima kasih min.",positive
5,"suaranya lumayan,mantap lah",positive
5,"Kualitas barang dan juga pelayanannya bagus, pertahankan terus.",positive
1,"orang nanya cuma di read, malah kelanjutannya ga di read sama sekali. BARANG RUSAK KOK DIJUAL!",negative
5,"harganya murah, suara ok, semoga awet",positive
5,"Bekerja dengan baik, bisa dicharge, sayangnya earphone kiri dan kanan beda volume. Yang kanan lebih keras & jernih, yang kiri suaranya mendem dan jauh lebih pelan. B...",positive
3,kualitas pengisian baterai nya kurang baik,neutral
3,"Kualitas suaranya kurang. Masih kalah dengan earphone pakai kabel seharga 50ribuan yang saya pakai sekarang. Audio Low freq (bass) hampir tidak terdengar, dan kalaupun te...",neutral
5,"Lumayan top 👍, harga segini, desain jg ok, versi M30 berfungsi normal semua cm pinter2nya set equAliser karena bass terlalu bigdoor, 😁",positive
5,Barang cepat sampai. packing rapi. .. kualitas ok lah sesuai harga.,positive
4,"bgus,pengiriman cepat tp yg kiri kurang ngepas di kuping padhl udh coba ganti busa nya juga ttp aja",positive
5,respon cepat. kirim cepat. barang berfungsi. ok,positive
5,👍👍,positive
5,"Overall Barang Bagus Sesuai Pesanan, Awet Terus Barang nya, Sukses dan Berkah Slalu Buat Sellernya 👍☕",positive
5,fungsi dengan baiqqq,positive
5,nyala coy bapak saya jadi seneng deh,positive
5,lumayan lah,positive
5,Packing nya rapi & responnya cepet,positive
